ID,Severidad,Mensaje,Región,Recurso,Detalles,Framework_CIS,Framework_ISO,Framework_NIST,Timestamp
NET-008,MEDIA,VPC sin Flow Logs habilitados en LA-Santiago,Global,VPC_QA,"{'vpc_id': '91104d53-0155-4f93-8eef-ac4f033cfb2e', 'vpc_name': 'VPC_QA', 'recommendation': 'Habilitar Flow Logs para auditoría y análisis de tráfico'}",CIS 2.5,ISO 27001 A.12.4.1,NIST DE.CM-1,2025-08-11T12:47:00.707142
NET-008,MEDIA,VPC sin Flow Logs habilitados en LA-Santiago,Global,VPC_General,"{'vpc_id': 'e57fc038-1a7e-4f7e-8963-310f041ddbf2', 'vpc_name': 'VPC_General', 'recommendation': 'Habilitar Flow Logs para auditoría y análisis de tráfico'}",CIS 2.5,ISO 27001 A.12.4.1,NIST DE.CM-1,2025-08-11T12:47:00.707231
NET-008,MEDIA,VPC sin Flow Logs habilitados en LA-Santiago,Global,VPC_KUBERNETES,"{'vpc_id': 'f156045a-556b-49b9-8669-d8190c19ceee', 'vpc_name': 'VPC_KUBERNETES', 'recommendation': 'Habilitar Flow Logs para auditoría y análisis de tráfico'}",CIS 2.5,ISO 27001 A.12.4.1,NIST DE.CM-1,2025-08-11T12:47:00.707319
NET-008,MEDIA,VPC sin Flow Logs habilitados en LA-Buenos Aires1,Global,VPC_General,"{'vpc_id': '1bf15980-1891-46a8-bb99-cf974e98d44c', 'vpc_name': 'VPC_General', 'recommendation': 'Habilitar Flow Logs para auditoría y análisis de tráfico'}",CIS 2.5,ISO 27001 A.12.4.1,NIST DE.CM-1,2025-08-11T12:47:00.707409
NET-008,MEDIA,VPC sin Flow Logs habilitados en LA-Buenos Aires1,Global,VPC_KUBERNETES,"{'vpc_id': '28f3248b-87c1-40ab-882d-af35ad49c541', 'vpc_name': 'VPC_KUBERNETES', 'recommendation': 'Habilitar Flow Logs para auditoría y análisis de tráfico'}",CIS 2.5,ISO 27001 A.12.4.1,NIST DE.CM-1,2025-08-11T12:47:00.707498
NET-008,MEDIA,VPC sin Flow Logs habilitados en LA-Buenos Aires1,Global,VPC_BACKUP,"{'vpc_id': '2cd0caed-38cd-49fe-8dd1-5ad594de0e1d', 'vpc_name': 'VPC_BACKUP', 'recommendation': 'Habilitar Flow Logs para auditoría y análisis de tráfico'}",CIS 2.5,ISO 27001 A.12.4.1,NIST DE.CM-1,2025-08-11T12:47:00.707588
NET-008,MEDIA,VPC sin Flow Logs habilitados en LA-Buenos Aires1,Global,VPC_MGMT,"{'vpc_id': '5ccb67a2-1787-4431-baa4-4b23c39ff8ef', 'vpc_name': 'VPC_MGMT', 'recommendation': 'Habilitar Flow Logs para auditoría y análisis de tráfico'}",CIS 2.5,ISO 27001 A.12.4.1,NIST DE.CM-1,2025-08-11T12:47:00.707677
NET-008,MEDIA,VPC sin Flow Logs habilitados en LA-Buenos Aires1,Global,VPC_PROD,"{'vpc_id': '65ccd3b0-3d57-40f6-88e9-c9bc256222a8', 'vpc_name': 'VPC_PROD', 'recommendation': 'Habilitar Flow Logs para auditoría y análisis de tráfico'}",CIS 2.5,ISO 27001 A.12.4.1,NIST DE.CM-1,2025-08-11T12:47:00.707767
NET-008,MEDIA,VPC sin Flow Logs habilitados en LA-Buenos Aires1,Global,VPC_Camuzzi_ParaEliminar,"{'vpc_id': 'b0c609f7-af01-442b-8d93-e5c776dff09f', 'vpc_name': 'VPC_Camuzzi_ParaEliminar', 'recommendation': 'Habilitar Flow Logs para auditoría y análisis de tráfico'}",CIS 2.5,ISO 27001 A.12.4.1,NIST DE.CM-1,2025-08-11T12:47:00.707877
NET-008,MEDIA,VPC sin Flow Logs habilitados en LA-Buenos Aires1,Global,VPC_DESA,"{'vpc_id': 'ca79ae4a-5058-4b7a-af10-f90fcaf87c65', 'vpc_name': 'VPC_DESA', 'recommendation': 'Habilitar Flow Logs para auditoría y análisis de tráfico'}",CIS 2.5,ISO 27001 A.12.4.1,NIST DE.CM-1,2025-08-11T12:47:00.707960
NET-008,MEDIA,VPC sin Flow Logs habilitados en LA-Buenos Aires1,Global,VPC_DMZ,"{'vpc_id': 'ee2a45b0-066c-4fb1-ae26-54288609fa6e', 'vpc_name': 'VPC_DMZ', 'recommendation': 'Habilitar Flow Logs para auditoría y análisis de tráfico'}",CIS 2.5,ISO 27001 A.12.4.1,NIST DE.CM-1,2025-08-11T12:47:00.708044
NET-008,MEDIA,VPC sin Flow Logs habilitados en LA-Buenos Aires1,Global,VPC_QA,"{'vpc_id': 'fa2f9ab7-fee3-4c93-abc5-e8a560fb6aea', 'vpc_name': 'VPC_QA', 'recommendation': 'Habilitar Flow Logs para auditoría y análisis de tráfico'}",CIS 2.5,ISO 27001 A.12.4.1,NIST DE.CM-1,2025-08-11T12:47:00.708154
NET-008,MEDIA,VPC sin Flow Logs habilitados en CN-Hong Kong,Global,vpc-default,"{'vpc_id': '45dd8c8b-4fbc-47eb-8c07-5b82684d1683', 'vpc_name': 'vpc-default', 'recommendation': 'Habilitar Flow Logs para auditoría y análisis de tráfico'}",CIS 2.5,ISO 27001 A.12.4.1,NIST DE.CM-1,2025-08-11T12:47:00.708247
NET-011,ALTA,Logs y eventos de red no integrados con plataforma Fortinet,Global,N/A,"{'flow_logs_configured': 0, 'expected_integration': 'FortiSIEM/FortiAnalyzer', 'recommendation': 'Integrar eventos de Huawei Cloud con FortiSIEM/FortiAnalyzer'}",N/A,ISO 27001 A.12.4.1,NIST DE.AE-1,2025-08-11T12:47:00.708443
NET-013,MEDIA,3 recursos sin límites de bandwidth configurados,Global,N/A,"{'affected_resources': [{'resource_type': 'ELB', 'resource_id': '57de5702-0d3e-4d1c-8ada-7e339eaac9a6', 'resource_name': 'lb-ov-prd', 'region': 'LA-Buenos Aires1'}, {'resource_type': 'ELB', 'resource_id': 'f9c9b227-978d-417b-80bc-c0132086e7a7', 'resource_name': 'lb-ov-uat', 'region': 'LA-Buenos Aires1'}, {'resource_type': 'ELB', 'resource_id': 'cae4a8c1-d157-49c0-a17e-b62aabb6780f', 'resource_name': 'LB-TS-NEW', 'region': 'LA-Buenos Aires1'}], 'total_affected': 3, 'recommendation': 'Configurar límites de bandwidth según SLAs'}",N/A,ISO 27001 A.13.2.1,NIST PR.DS-5,2025-08-11T12:47:00.708558
NET-015,MEDIA,2 VPCs usando resolución DNS pública sin filtrado,Global,N/A,"{'affected_vpcs': [{'vpc_id': '226a8988-4786-465b-af8e-62c1533c2460', 'vpc_name': 'VPC_PROD', 'region': 'LA-Santiago'}, {'vpc_id': '65ccd3b0-3d57-40f6-88e9-c9bc256222a8', 'vpc_name': 'VPC_PROD', 'region': 'LA-Buenos Aires1'}], 'recommendation': 'Implementar DNS privado con filtrado de dominios maliciosos'}",CIS 2.6,ISO 27001 A.13.1.1,NIST PR.AC-5,2025-08-11T12:47:00.708688
NET-016,ALTA,2 VPCs sin NAT Gateway con alta disponibilidad,Global,N/A,"{'affected_vpcs': [{'vpc_id': '226a8988-4786-465b-af8e-62c1533c2460', 'vpc_name': 'VPC_PROD', 'region': 'LA-Santiago'}, {'vpc_id': '65ccd3b0-3d57-40f6-88e9-c9bc256222a8', 'vpc_name': 'VPC_PROD', 'region': 'LA-Buenos Aires1'}], 'recommendation': 'Implementar NAT Gateways redundantes en múltiples AZs'}",N/A,ISO 27001 A.17.1.1,NIST PR.PT-5,2025-08-11T12:47:00.708787
NET-017,ALTA,NAT Gateway potencialmente compartido entre ambientes Dev/Test/Prod,Global,N/A,"{'risk': 'Mismo NAT Gateway usado por diferentes ambientes sin segregación', 'recommendation': 'Segregar NAT Gateways por ambiente y criticidad'}",N/A,ISO 27001 A.13.1.3,NIST PR.AC-5,2025-08-11T12:47:00.708915
NET-018,ALTA,Tráfico a servicios de Huawei Cloud pasando por Internet sin VPC Endpoints,Global,N/A,"{'vpcs_without_endpoints': 19, 'services_affected': ['OBS', 'RDS', 'DDS', 'ECS'], 'recommendation': 'Implementar VPC Endpoints para servicios críticos (OBS/RDS/etc)'}",N/A,ISO 27001 A.13.1.1,NIST PR.AC-5,2025-08-11T12:47:00.709018
NET-019,CRITICA,Transferencias entre 3 regiones sin cifrado adicional verificado,Global,N/A,"{'regions': ['LA-Santiago', 'LA-Buenos Aires1', 'CN-Hong Kong'], 'cross_region_pairs': ['LA-Santiago <-> LA-Buenos Aires1', 'LA-Santiago <-> CN-Hong Kong', 'LA-Buenos Aires1 <-> CN-Hong Kong'], 'recommendation': 'Cifrar todo tráfico cross-region con IPSec o TLS'}",N/A,ISO 27001 A.10.1.1,NIST PR.DS-2,2025-08-11T12:47:00.709120
a3ad447cc55d,ALTA,VPC sin Segregación de Subnets,N/A,N/A,VPCs sin subnets públicas y privadas segregadas,,,,2025-08-11T12:47:01.618220
16361264f357,ALTA,Subnets Públicas sin Justificación,N/A,N/A,Recursos en subnets públicas sin necesidad de acceso desde Internet,,,,2025-08-11T12:47:01.618228
b9dc472d4756,CRITICA,Security Groups con Reglas 0.0.0.0/0,N/A,N/A,Security groups permitiendo acceso desde cualquier IP externa,,,,2025-08-11T12:47:01.618231
46e214085047,MEDIA,VPCs sin Recursos Asociados,N/A,N/A,VPCs creadas pero sin recursos activos generando costos,,,,2025-08-11T12:47:01.618233
6b892665963d,BAJA,Incumplimiento de Nomenclatura,N/A,N/A,Recursos de red sin seguir convención de nombres estándar,,,,2025-08-11T12:47:01.618234
a3ad447cc55d,ALTA,VPC sin Segregación de Subnets,N/A,N/A,VPCs sin subnets públicas y privadas segregadas,,,,2025-08-11T12:47:01.630709
16361264f357,ALTA,Subnets Públicas sin Justificación,N/A,N/A,Recursos en subnets públicas sin necesidad de acceso desde Internet,,,,2025-08-11T12:47:01.630718
b9dc472d4756,CRITICA,Security Groups con Reglas 0.0.0.0/0,N/A,N/A,Security groups permitiendo acceso desde cualquier IP externa,,,,2025-08-11T12:47:01.630721
46e214085047,MEDIA,VPCs sin Recursos Asociados,N/A,N/A,VPCs creadas pero sin recursos activos generando costos,,,,2025-08-11T12:47:01.630722
6b892665963d,BAJA,Incumplimiento de Nomenclatura,N/A,N/A,Recursos de red sin seguir convención de nombres estándar,,,,2025-08-11T12:47:01.630724
